0,0,0
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,4
15,10,3
14,5,1
15,10,4
254,164,65
239,154,61
255,165,66
255,165,66
255,165,66
239,154,61
239,154,61
255,165,66
255,165,66
255,165,66
255,165,66
254,164,65
239,154,61
253,160,62
231,90,16
15,10,4
239,154,61
0,0,0
255,165,66
255,165,66
255,165,66
0,0,0
0,0,0
255,165,66
255,165,66
255,165,66
255,165,66
239,154,61
0,0,0
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
29,15,4
231,90,16
232,94,19
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
237,150,58
216,84,15
233,99,22
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
0,0,0
0,0,0
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
254,164,65
239,154,61
239,154,61
14,5,1
231,90,16
232,94,19
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
239,154,61
0,0,0
0,0,0
14,5,1
231,90,16
232,94,19
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
239,154,61
14,5,1
231,90,16
231,90,16
232,94,19
239,154,61
0,0,0
14,5,1
253,160,63
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
239,154,61
14,5,1
231,90,16
232,94,19
255,165,66
239,154,61
14,5,1
231,90,16
232,94,19
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
239,154,61
14,5,1
231,90,16
232,94,19
255,165,66
239,154,61
14,5,1
231,90,16
232,94,19
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
255,165,66
255,165,66
255,165,66
253,160,63
232,94,19
217,84,15
14,5,1
14,5,1
27,10,1
231,90,16
233,99,22
255,165,66
255,165,66
253,160,62
231,90,16
15,10,4
254,164,65
239,154,61
255,165,66
255,165,66
255,165,66
232,94,19
232,94,19
232,94,19
232,94,19
232,94,19
255,165,66
254,164,65
239,154,61
253,160,62
231,90,16
15,10,4
239,154,61
0,0,0
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
255,165,66
239,154,61
0,0,0
253,160,62
231,90,16
19,11,4
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
253,160,62
252,156,60
231,90,16
110,44,8
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
231,90,16
0,0,0
