0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,248,248
248,248,248
248,248,248
0,0,0
248,248,248
248,248,248
0,0,0
248,248,248
248,248,248
248,248,248
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,248,248
248,248,248
0,0,0
248,248,248
248,248,248
0,0,0
248,248,248
248,248,248
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,248,248
0,120,0
0,120,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,120,0
0,120,0
0,120,0
0,0,0
0,0,0
248,248,248
248,248,248
0,120,0
0,120,0
0,120,0
0,120,0
0,120,0
0,120,0
0,120,0
0,120,0
0,120,0
248,248,248
248,248,248
0,120,0
0,0,0
0,0,0
248,248,248
248,248,248
0,184,0
0,184,0
248,248,248
248,248,248
248,248,248
248,248,248
0,184,0
0,184,0
248,248,248
248,248,248
248,248,248
248,248,248
0,0,0
0,0,0
248,248,248
0,184,0
0,248,0
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
0,248,0
248,248,248
248,248,248
248,248,248
248,248,248
0,0,0
0,0,0
0,120,0
0,184,0
0,248,0
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
0,248,0
0,248,0
248,248,248
248,248,248
0,120,0
0,0,0
0,0,0
0,120,0
0,184,0
0,248,0
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
248,248,248
0,248,0
0,248,0
0,248,0
0,184,0
0,120,0
0,0,0
0,0,0
0,0,0
248,248,248
0,184,0
0,248,0
248,248,248
248,248,248
248,248,248
248,248,248
0,248,0
0,248,0
248,248,248
248,248,248
248,248,248
0,0,0
0,0,0
0,0,0
0,0,0
248,248,248
248,248,248
0,184,0
0,248,0
0,248,0
0,248,0
0,248,0
0,248,0
248,248,248
248,248,248
248,248,248
248,248,248
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,248,248
248,248,248
0,184,0
0,184,0
0,184,0
0,184,0
248,248,248
248,248,248
248,248,248
248,248,248
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,120,0
0,120,0
0,120,0
0,120,0
248,248,248
248,248,248
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
