0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
0,0,0
248,216,32
0,0,0
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
248,216,32
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
248,216,32
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
248,216,32
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
248,216,32
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
